name,year_of_release,genre,publisher,global_sales,console,developer
Ultimate Ghosts 'n Goblins (JP sales),2006,Platform,Capcom,0.05,PSP,Unknown
Rugby 06,2006,Sports,Electronic Arts,0.05,PS2,EA Canada
Fatal Frame II: Crimson Butterfly Director's Cut,2004,Action-Adventure,Microsoft Game Studios,0.05,XB,Tecmo
2002 FIFA World Cup,2002,Sports,Electronic Arts,0.05,GC,EA Sports
The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,Electronic Arts,0.05,X360,EA LA
LEGO The Hobbit,2014,Action-Adventure,Warner Bros. Interactive Entertainment,0.05,PC,TT Games
Need for Speed Carbon,2006,Racing,Electronic Arts,0.05,PC,Black Box
Colin McRae Rally 2005,2004,Racing,Codemasters,0.05,XB,Codemasters
Venus & Braves: Majo to Megami to Horobi no Yogen,2011,Role-Playing,Namco Bandai Games,0.05,PSP,Unknown
Zoop,1995,Puzzle,MediaQuest,0.05,PS,Unknown
Saiyuki: Journey West,1999,Strategy,Tecmo Koei,0.05,PS,Koei
Powerful Golf,2011,Sports,Konami Digital Entertainment,0.05,DS,Unknown
Rock Band Country Track Pack 2,2011,Other,MTV Games,0.05,X360,Electronic Arts
Detective Conan: Marionette Symphony,2013,Action-Adventure,Namco Bandai Games,0.05,3DS,Unknown
Utawarerumono: Itsuwari no Kamen,2015,Action-Adventure,Aqua Plus,0.05,PS3,Unknown
American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing,0.05,XB,Creat Studios
Amnesia Crowd,2013,Other,Idea Factory,0.05,PSP,Unknown
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008,Other,Hackberry,0.05,PS2,Unknown
Monster Hunter Frontier Online,Unknown,Role-Playing,N/A,0.05,PS3,Unknown
MTX Mototrax,2006,Racing,Activision,0.05,PSP,Left Field Productions
VR Soccer '96,1996,Sports,Gremlin Interactive Ltd,0.05,PS,Unknown
Ribbit King,2003,Sports,Atari,0.05,GC,Bandai
Diabolik Lovers,2012,Action-Adventure,Idea Factory,0.05,PSP,Unknown
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,2008,Action-Adventure,Konami Digital Entertainment,0.05,DS,Unknown
Summoner: A Goddess Reborn,2003,Role-Playing,THQ,0.05,GC,Cranky Pants Games
Pirates vs Ninja Dodgeball,2009,Sports,SouthPeak Games,0.05,Wii,Unknown
Secret Service,2008,Action-Adventure,Activision Value,0.05,X360,Tigon
Noddy in Toyland,2011,Other,GSP,0.05,DS,Unknown
Empire Earth,2001,Strategy,Vivendi Games,0.05,PC,Stainless Steel Studios
Yu-Gi-Oh! World Championship 2007,2007,Strategy,Konami Digital Entertainment,0.05,DS,Unknown
DuckTales: Remastered,2013,Action-Adventure,Capcom,0.05,PS3,WayForward
E.X. Troopers,2012,Shooter,Capcom,0.05,PS3,Unknown
Worms Reloaded,2010,Strategy,Team17 Software,0.05,PC,Team 17
Kiniro no Corda 2 Encore,2007,Role-Playing,Tecmo Koei,0.05,PS2,Unknown
M&M's Adventure,2008,Action-Adventure,Zoo Digital Publishing,0.05,DS,Unknown
ESPN Great Outdoor Games Bass 2002,2001,Sports,Konami Digital Entertainment,0.05,GBA,KCEO
Soul Eater: Plot of Medusa,2008,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
StarCraft,1998,Strategy,Activision,0.05,PC,Blizzard Entertainment
Gaist Crusher,2013,Action-Adventure,Capcom,0.05,3DS,Unknown
World Championship Pool 2004,2004,Sports,Jaleco,0.05,PS2,Blade Interactive
Punch King,2002,Fighting,Acclaim Entertainment,0.05,GBA,Full-Fat
V-Rally 3,2002,Racing,Atari,0.05,GBA,Velez & Dubail
B-Boy,2006,Other,Sony Computer Entertainment,0.05,PSP,FreeStyleGames
Kakuto Chojin,2002,Fighting,Microsoft Game Studios,0.05,XB,DreamFactory
Beyond Oasis,1993,Role-Playing,Sega,0.05,GEN,Unknown
Robotech: Invasion,2004,Shooter,Global Star,0.05,XB,Vicious Cycle
Rain (2013),2013,Action-Adventure,Sony Computer Entertainment,0.05,PS3,Unknown
Wii de Asobu Chibi-Robo!,2009,Action-Adventure,Nintendo,0.05,Wii,Unknown
Need for Speed Underground,2003,Racing,Electronic Arts,0.05,PC,Black Box
Jewel Quest Mysteries,2009,Puzzle,Astragon,0.05,DS,Activision
Tokyo Ghoul: Jail,2015,Racing,Namco Bandai Games,0.05,PSV,Unknown
To Heart 2 DX Plus,2011,Action-Adventure,Aqua Plus,0.05,PS3,Unknown
Romance of the Three Kingdoms VI: Awakening of the Dragon,1998,Strategy,Tecmo Koei,0.05,PS,Unknown
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,2011,Action-Adventure,Namco Bandai Games,0.05,PSP,Unknown
Frogger: Ancient Shadow,2005,Platform,Konami Digital Entertainment,0.05,GC,Hudson Soft
Naruto: Uzumaki Chronicles 2 (JP sales),2006,Action-Adventure,Namco Bandai Games,0.05,PS2,Unknown
Moon,2009,Action-Adventure,Mastiff,0.05,DS,Renegade Kid
Snoopy vs the Red Baron,2006,Action-Adventure,Namco Bandai Games,0.05,PSP,Smart Bomb Interactive
Pet Vet: Down Under,2009,Simulation,Deep Silver,0.05,DS,Braingame
Virtua Tennis 3,2007,Sports,Sega,0.05,PSP,Sumo Digital
Raze's Hell,2005,Shooter,Majesco Entertainment,0.05,XB,Artech Studios
Far Cry,2004,Shooter,Ubisoft,0.05,PC,Crytek
Gem Smashers,2011,Platform,Crave Entertainment,0.05,Wii,Frame Studios Interactive
Shin Megami Tensei NINE,2002,Role-Playing,Atlus,0.05,XB,Unknown
Magic Carpet,1995,Shooter,Electronic Arts,0.05,PS,Unknown
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action-Adventure,D3Publisher,0.05,PS3,Unknown
Hoshigami: Ruining Blue Earth,2001,Role-Playing,Max Five,0.05,PS,Max Five
GunPey DS,2006,Puzzle,Atari,0.05,DS,Q Entertainment
Cabela's African Safari,2006,Sports,Activision Value,0.05,PSP,FUN Labs
Test Drive: Ferrari Legends,2012,Racing,Atari,0.05,X360,Unknown
Sushi Go-Round,2010,Simulation,Asylum Entertainment,0.05,Wii,SouthPeak Games
NightCaster II: Equinox,2002,Action-Adventure,Jaleco,0.05,XB,Jaleco Entertainment
Shin Hayarigami,2014,Action-Adventure,Nippon Ichi Software,0.05,PSV,Unknown
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008,Role-Playing,Square Enix,0.05,DS,Unknown
Arslan: The Warriors of Legend,2015,Action-Adventure,Tecmo Koei,0.05,PS3,Omega Force
SD Gundam G Generation World,2011,Strategy,Namco Bandai Games,0.05,Wii,Unknown
Ship Simulator Extremes,2010,Simulation,Paradox Interactive,0.05,PC,VSTEP
Winter Sports 2011,2011,Sports,DTP Entertainment,0.05,PS3,DTP Entertainment
Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,0.05,PS,Flying Tiger Development
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
Crusader: No Remorse,1996,Action-Adventure,Electronic Arts,0.05,PS,Unknown
Billy the Wizard: Rocket Broomstick Racing,2007,Racing,Metro 3D,0.05,Wii,Data Design Interactive
Ys: The Ark of Napishtim,2006,Role-Playing,Konami Digital Entertainment,0.05,PSP,Konami Software Shanghai
Black & Bruised,2003,Fighting,Vivendi Games,0.05,GC,Unknown
Winter Sports 3: The Great Tournament,2010,Sports,Tradewest,0.05,Wii,Unknown
FIFA Soccer 10,2009,Sports,Electronic Arts,0.05,PC,EA Sports
Jewel Quest 5: The Sleepless Star,2011,Action-Adventure,Astragon,0.05,PC,Unknown
World Series of Poker: Tournament of Champions 2007 Edition,2006,Other,Activision,0.05,Wii,Unknown
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.05,GC,"Red Storm Entertainment, Ubisoft Montreal"
Yoru no Nai Kuni,2015,Role-Playing,Tecmo Koei,0.05,PS3,Unknown
Full Spectrum Warrior: Ten Hammers,2006,Strategy,THQ,0.05,XB,Pandemic Studios
Puyo Puyo Tetris,2014,Puzzle,Sega,0.05,PSV,Unknown
The Sims,2000,Simulation,Electronic Arts,0.05,PC,Maxis
Turok: Dinosaur Hunter,1997,Shooter,Acclaim Entertainment,0.05,N64,Unknown
MiniCopter: Adventure Flight,2007,Simulation,505 Games,0.05,Wii,Sonic Powered
FIFA Manager 12,2011,Sports,Electronic Arts,0.05,PC,Bright Future GmbH
Balloon Pop,2007,Puzzle,505 Games,0.05,Wii,UFO Interactive
Gitaroo Man,2001,Other,THQ,0.05,PS2,Koei/Inis
Taiko no Tatsujin Portable 2,2006,Other,Namco Bandai Games,0.05,PSP,Unknown
Super Bubble Pop,2003,Puzzle,Jaleco,0.05,GC,Runecraft
Apassionata: Die Galanacht der Pferde,2009,Simulation,RTL,0.05,DS,Unknown
Battleship / Connect Four / Sorry! / Trouble,2006,Puzzle,"Destination Software, Inc",0.05,DS,Unknown
Time Travelers,2012,Action-Adventure,Level 5,0.05,PSV,Unknown
Amnesia Later,2012,Other,Idea Factory,0.05,PSP,Unknown
World Championship Poker: Featuring Howard Lederer - All In,2006,Other,Oxygen Interactive,0.05,X360,Unknown
SpongeBob SquarePants: Plankton's Robotic Revenge,2013,Shooter,Activision,0.05,X360,Behaviour Interactive
Crazy Chicken: Atlantis Quest,2007,Platform,Phenomedia,0.05,DS,Unknown
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,Action-Adventure,ChunSoft,0.05,PSV,Unknown
Intellivision Lives!,2004,Other,Crave Entertainment,0.05,XB,Unknown
Test Drive Le Mans,1999,Racing,Infogrames,0.05,PS,Unknown
Counter Force,2007,Shooter,505 Games,0.05,Wii,Hyper-Devbox
Centipede: Infestation,2011,Shooter,Atari,0.05,3DS,WayForward
Cabela's Trophy Bucks,2007,Sports,Activision Value,0.05,X360,FUN Labs
Yaiba: Ninja Gaiden Z,2014,Action-Adventure,Tecmo Koei,0.05,X360,"Spark Unlimited, comcept"
Hero Bank 2,2014,Role-Playing,Sega,0.05,3DS,Unknown
Rock of the Dead,2010,Shooter,Conspiracy Entertainment,0.05,X360,Epicenter Studios
Monster Jam: Maximum Destruction,2002,Racing,Ubisoft,0.05,GC,Unknown
Big Air Freestyle,2002,Racing,Atari,0.05,GC,Paradigm Entertainment
To Love-Ru Trouble Darkness: Battle Ecstasy,2014,Action-Adventure,FuRyu,0.05,PSV,Unknown
The Lost Treasures of Alexandria,2011,Puzzle,Unknown,0.05,DS,Unknown
Rimo-Cocoron,2001,Action-Adventure,Sony Computer Entertainment,0.05,PS2,Unknown
Mike Tyson Heavyweight Boxing,2002,Sports,Codemasters,0.05,XB,Atomic Planet Entertainment
Code Lyoko,2007,Action-Adventure,Game Factory,0.05,DS,DC Studios
The Berenstain Bears and the Spooky Old Tree,2005,Platform,Namco Bandai Games,0.05,GBA,Unknown
12-Sai. Koisuru Diary,2016,Action-Adventure,Happinet,0.05,3DS,Unknown
Pool Party,2007,Sports,SouthPeak Games,0.05,Wii,SouthPeak Games
Rapala Fishing Frenzy 2009,2008,Sports,Activision,0.05,X360,FUN Labs
Hakuouki: Bakumatsu Musou Roku,2012,Action-Adventure,Idea Factory,0.05,PSP,Unknown
Hiiro no Kakera DS,2008,Action-Adventure,Idea Factory,0.05,DS,Unknown
Company of Heroes,2006,Strategy,THQ,0.05,PC,Relic
Arcana Famiglia: La storia della Aracana Famiglia,2011,Action-Adventure,Comfort,0.05,PSP,Unknown
Wonder World Amusement Park,2008,Other,Majesco Entertainment,0.05,Wii,Coyote Console
Jonah Lomu Rugby Challenge,2011,Sports,Home Entertainment Suppliers,0.05,PC,Unknown
Atelier Ayesha: The Alchemist of Dusk,2014,Role-Playing,Tecmo Koei,0.05,PSV,Unknown
The Misadventures of Tron Bonne,1999,Action-Adventure,Eidos Interactive,0.05,PS,Unknown
Just Dance 2017,2016,Other,Ubisoft,0.05,PS3,Ubisoft Paris
Wing Island,2006,Simulation,Konami Digital Entertainment,0.05,Wii,CAProduction
Silent Hunter: Wolves of the Pacific,2007,Simulation,Ubisoft,0.05,PC,Ubisoft Romania
Brave Story: New Traveller (jp sales),2006,Role-Playing,Sony Computer Entertainment,0.05,PSP,Unknown
Black Jack vs. Matsudajun,2000,Other,Pony Canyon,0.05,PS,Unknown
Clever Kids: Creepy Crawlies,2009,Action-Adventure,Midas Interactive Entertainment,0.05,DS,Unknown
Wrath Unleashed,2004,Strategy,LucasArts,0.05,XB,Double Helix Games
March of the Penguins,2006,Action-Adventure,Zoo Digital Publishing,0.05,DS,SkyRiver Studios
Professor Heinz Wolff's Gravity,2008,Puzzle,Deep Silver,0.05,DS,Deep Silver
Garou Densetsu 3: Road to the Final Victory,1996,Fighting,SNK,0.05,SAT,Unknown
Lips: Deutsche Partyknaller,2009,Other,Microsoft Game Studios,0.05,X360,Unknown
Boing! Docomodake DS,2007,Puzzle,Ignition Entertainment,0.05,DS,Unknown
Bleach: Soul Carnival,2008,Fighting,Sony Computer Entertainment,0.05,PSP,Unknown
Double Dragon Advance,2003,Action-Adventure,Atlus,0.05,GBA,Million
Toukiden Kiwami,2014,Action-Adventure,Tecmo Koei,0.05,PSP,Unknown
Gummy Bears Mini Golf,2010,Sports,Storm City Games,0.05,DS,Unknown
Resident Evil Director's Cut,2006,Action-Adventure,Capcom,0.05,PS3,Unknown
Color Cross,2008,Other,Rising Star Games,0.05,DS,Rising Star Games
Sesame Street: Elmo's A-to-Zoo Adventure,2010,Other,Warner Bros. Interactive Entertainment,0.05,PC,Black Lantern Studios
The Bible Game,2005,Other,Crave Entertainment,0.05,XB,Crave
Bubble Bobble Revolution,2005,Puzzle,Atari,0.05,DS,Taito Corporation
Inspector Gadget: Gadget's Crazy Maze,2001,Puzzle,Ubisoft,0.05,PS,Unknown
World Fantasista,2002,Sports,SquareSoft,0.05,PS2,Unknown
Yager,2003,Shooter,THQ,0.05,XB,Yager
River City Soccer Hooligans,2010,Sports,Arc System Works,0.05,DS,Avit-Niigata
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006,Other,Nintendo,0.05,DS,Unknown
Cocoto Kart Racer,2004,Racing,Big Ben Interactive,0.05,DS,Neko Entertainment
Root Letter,2016,Action-Adventure,PQube,0.05,PSV,Kadokawa
Futurama,2003,Platform,SCi,0.05,XB,UDS
Supreme Commander,2007,Strategy,THQ,0.05,PC,Gas Powered Games
Pool Hall Pro,2009,Sports,Playlogic Game Factory,0.05,Wii,Icon Games
Wolfenstein,2009,Shooter,Activision,0.05,PC,"id Software, Raven Software"
Cesar Millan's Dog Whisperer,2008,Simulation,Ubisoft,0.05,DS,Ubisoft
Nazo Waku Yakata: Oto no Ma ni Ma ni,2011,Other,Capcom,0.05,3DS,Unknown
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999,Racing,Takara,0.05,N64,Unknown
Microsoft Train Simulator,2001,Simulation,Microsoft Game Studios,0.05,PC,Kuju Entertainment
Activision Anthology,2003,Other,Activision,0.05,GBA,Aspyr
Mahjong 3D: Warriors of the Emperor,2011,Other,DTP Entertainment,0.05,3DS,Engine Software
Wayne Gretzky's 3D Hockey '98,1997,Sports,GT Interactive,0.05,PS,Unknown
Hakuouki SSL: Sweet School Life,2014,Action-Adventure,Idea Factory,0.05,PSV,Unknown
Max & the Magic Marker,2011,Platform,Unknown,0.05,DS,Unknown
Trigger Man,2004,Shooter,Crave Entertainment,0.05,XB,Point of View
Assassin's Creed: Altair's Chronicles,2008,Platform,Ubisoft,0.05,DS,Gameloft
Kimi ni Todoke: Tsutaeru Kimochi,2011,Action-Adventure,Banpresto,0.05,DS,Unknown
Nora to Koku no Koubou: Kiri no Mori no Majo,2011,Role-Playing,Atlus,0.05,DS,Unknown
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.05,GC,Blitz Games
Short Track Racing: Trading Paint,2009,Racing,THQ,0.05,PS2,THQ
Atelier Escha & Logy: Alchemists of the Dusk Sky,2015,Role-Playing,Tecmo Koei,0.05,PSV,Unknown
Fantastic Four: Rise of the Silver Surfer,2007,Action-Adventure,Take-Two Interactive,0.05,Wii,7 Studios
Galaxy Racers,2010,Racing,Ubisoft,0.05,DS,KUNST-STOFF
Game no Kanzume Vol 1,1994,Other,Sega,0.05,SCD,Unknown
The Invisible Hours,2018,Action-Adventure,Tequila Works,0.05,XOne,Tequila Works
Disaster Report 4 Plus: Summer Memories,2018,Action-Adventure,Granzella,0.05,PS4,Granzella
Medabots: Metabee / Rokusho,2003,Role-Playing,Natsume,0.05,GBA,"Imagineer Co., Ltd."
Romance of the Three Kingdoms XIII,2016,Action-Adventure,Tecmo Koei,0.05,PS3,Koei Tecmo Games
Winning Post World 8,2014,Sports,Tecmo Koei,0.05,PS3,Koei Tecmo Games
Nights of Azure,2016,Role-Playing,Tecmo Koei,0.05,PS3,Gust
Hyperdimension Neptunia Re;Birth2: Sisters Generation,2015,Role-Playing,Idea Factory International,0.05,PSV,Felistella
The Sims 4 Seasons,2018,Simulation,Electronic Arts,0.05,PC,EA
Call of Cthulhu,2018,Role-Playing,Focus Home Interactive,0.05,XOne,Cyanide
Kamen Rider: Climax Heroes Fourze,2011,Fighting,Bandai,0.05,PSP,Eighting
Valkyria Revolution,2017,Role-Playing,Sega,0.05,PSV,Media.Vision
Owlboy,2018,Platform,Soedesco,0.05,NS,D-Pad Studios
Pretty Cure All Stars Everyone Gather? Let's Dance!,2013,Other,Namco Bandai Games,0.05,Wii,Bandai Namco Games
Zyuden Sentai Kyoryuger: Game on Gaburincho,2013,Action-Adventure,Namco Bandai Games,0.05,3DS,Bandai Namco Games
Zone of the Enders HD Edition,2013,Simulation,Konami,0.05,PS3,High Voltage Software
Choujikuu Yousai Macross: Ai Oboete Imasu ka,2012,Action-Adventure,Namco Bandai Games,0.05,PS3,Scarab
The Long Dark,2018,Simulation,Skybound Games,0.05,XOne,Hinterland Studio Inc.
Sega 3D Classics Collection,2016,Other,Sega,0.05,3DS,M2
Period Cube ~Shackles of Amadeus~,2017,Simulation,Aksys Games,0.05,PSV,Idea Factory
Carnival Games,2018,Other,2K Games,0.05,PS4,Cat Daddy Games
Yakuza 3,2018,Action-Adventure,Sega,0.05,PS4,Sega
Hatsune Miku: Project Diva Future Tone DX,2017,Other,Sega,0.05,PS4,Sega
Starblood Arena,2017,Shooter,Sony Interactive Entertainment,0.05,PS4,WhiteMoon Dreams
Pro Evolution Soccer 2019,2018,Sports,Konami,0.05,XOne,Konami
Hellblade: Senua's Sacrifice,2018,Action-Adventure,505 Games,0.05,PS4,Ninja Theory
Little Nightmares,2018,Platform,Bandai Namco Entertainment,0.05,NS,Tarsier Studios
Jojo no Kimyou na Bouken: Phantom Blood,2006,Action-Adventure,Bandai,0.05,PS2,Anchor Entertainment
Strange Brigade,2018,Shooter,Rebellion Developments,0.05,XOne,Rebellion Developments
Power Drome,2004,Racing,Mud Duck Productions,0.05,PS2,Argonaut Games
Gran Turismo / Motor Toon Grand Prix 2,2003,Racing,Sony Computer Entertainment,0.05,PS,Various
Scribblenauts Mega Pack,2018,Action-Adventure,Warner Bros. Interactive Entertainment,0.05,NS,Shiver Games
"Love, Election and Chocolate Portable",2012,Other,Kadokawa Shoten,0.05,PSP,ASCII Media Works
Ski Region Simulator 2012,2011,Simulation,Giants Software,0.05,PC,Giants Software
The Long Dark,2018,Simulation,Skybound Games,0.05,PS4,Hinterland Studio Inc.
Little Dragons Café,2018,Simulation,Aksys Games,0.05,PS4,Aksys Games
Nobunaga?s Ambition: Sphere of Influence ? Ascension,2016,Strategy,Tecmo Koei,0.05,PS3,Koei Tecmo Games
Starry * Sky: In Spring - PSP Edition,2010,Action-Adventure,Asgard,0.05,PSP,Asgard
The Elder Scrolls Online: Morrowind,2017,Other,Bethesda Softworks,0.05,PC,ZeniMax Online Studios
Golf Club 2019,2018,Sports,2K Games,0.05,XOne,HB Studios
rain,2013,Action-Adventure,Sony Computer Entertainment,0.05,PS3,PlayStation C.A.M.P.!
The Banner Saga Trilogy - Bonus Edition,2018,Strategy,505 Games,0.05,XOne,Stoic Studio
New Hayarigami,2014,Other,Nippon Ichi Software,0.05,PSV,Nippon Ichi Software
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,2015,Role-Playing,Tecmo Koei,0.05,PSV,Gust
Sengoku BASARA Sanada Yukimura-den,2016,Action-Adventure,Capcom,0.05,PS4,Capcom
Scribblenauts: Showdown,2018,Platform,Warner Bros. Interactive,0.05,PS4,Shiver Games
MXGP Pro,2018,Racing,Milestone S.r.l.,0.05,PS4,Milestone S.r.l.
NAtURAL DOCtRINE,2014,Role-Playing,NIS America,0.05,PS3,Kadokawa Games
Star Wars Battlefront II (2017),2017,Shooter,Electronic Arts,0.05,PC,EA DICE
Sebastien Loeb Rally EVO,2016,Racing,Square Enix,0.05,PS4,Milestone S.r.l
Corpse Party,2011,Action-Adventure,Xseed Games,0.05,PSP,Team GrisGris
My Riding Stables: Life with Horses,2018,Simulation,TREVA Entertainment,0.05,NS,Independent Arts Software GmbH
XBlaze Lost: Memories,2015,Other,Aksys Games,0.05,PS3,Arc System Works
Apex Construct,2018,Action-Adventure,Perp Games,0.05,PS4,Fast Travel Games
Fishing Sim World,2018,Simulation,Dovetail Games,0.05,PS4,Dovetail Games
Resident Evil 4,2016,Action-Adventure,Capcom,0.05,XOne,Capcom
George of The Jungle and the Search for the Secret,2008,Platform,Crave Entertainment,0.05,DS,Crave Entertainment
Metal Max Xeno,2018,Role-Playing,NIS America,0.05,PS4,Kadokawa Games
Toki Collector's Edition,2018,Platform,Microids,0.05,NS,Golgoth Studio
Surviving Mars,2018,Simulation,Maximum Games,0.05,XOne,Haemimont Games
I am Setsuna,2017,Role-Playing,Square Enix,0.05,NS,Tokyo RPG Factory
Red Faction: Guerrilla Re-Mars-tered,2018,Shooter,THQ Nordic,0.05,XOne,Volition
Yowamushi Pedal Asu e no High Cadence,2015,Action-Adventure,Namco Bandai Games,0.05,3DS,Bandai Namco
Dakar 18,2018,Racing,Deep Silver,0.05,PS4,Bigmoon Entertainment
ARK Park,2018,Action-Adventure,Snail Games USA,0.05,PS4,Snail Games USA
The Grim Adventures Of Billy & Mandy,2006,Action-Adventure,Midway Games,0.05,Wii,High Voltage Software
Battle Chasers: Nightwar,2018,Role-Playing,THQ Nordic,0.05,NS,Airship Syndicate
Wonder Boy: The Dragon's Trap (Remake),2017,Platform,DotEmu,0.05,NS,Lizardcube
Yomawari: The Long Night Collection,2018,Action-Adventure,NIS America,0.05,NS,Nippon Ichi Software
Atelier Ayesha Plus: The Alchemist of Dusk,2015,Role-Playing,Tecmo Koei,0.05,PSV,Gust
Amnesia: Crowd,2013,Other,Idea Factory,0.05,PSP,Otomate
Carnival Games,2018,Other,2K Games,0.05,XOne,Cat Daddy Games
Monster Hunter Frontier G,2013,Role-Playing,Capcom,0.05,PS3,Capcom
Medabots 9: Metabee Ver. / Rokusho Ver.,2015,Role-Playing,Rocket Company,0.05,3DS,Rocket Company
Need For Speed Underground,2003,Racing,Electronic Arts,0.05,PC,EA Black Box
Soul Eater: Medusa no Inbou,2008,Action-Adventure,Namco Bandai,0.05,DS,Bandai Namco Games
Zumba Fitness: World Party,2013,Other,Majesco Entertainment,0.05,WiiU,Zoe Mode
Fishing Sim World,2018,Simulation,Dovetail Games,0.05,XOne,Dovetail Games
Ashes Cricket,2017,Sports,Koch Media,0.05,XOne,Big Ant Studios
Atari Flashback Classics: Volume 3,2018,Other,Funbox Media,0.05,XOne,Atari
Owlboy,2018,Platform,Soedesco,0.05,PS4,D-Pad Studios
The Escapists 2,2018,Action-Adventure,Sold Out,0.05,NS,Team17 Software
Gravel,2018,Racing,Milestone S.r.l.,0.05,XOne,Milestone S.r.l
Hakuoki: Warriors of the Shinsengumi,2013,Simulation,Aksys Games,0.05,PSP,Design Factory
Jake Hunter Detective Story: Ghost of the Dusk,2018,Action-Adventure,Aksys Games,0.05,3DS,Arc System Works
SNK Heroines Tag Team Frenzy,2018,Fighting,NIS America,0.05,NS,SNK Corporation
Aokana: Four Rhythm Across the Blue,2016,Other,Sprite,0.05,PSV,Sprite
Onrush,2018,Racing,Deep Silver,0.05,PS4,Codemasters
Warriors All-Stars,2017,Action-Adventure,Tecmo Koei,0.05,PSV,Omega Force
Dead Cells,2018,Action-Adventure,Merge Games,0.05,PS4,Motion Twin
God Wars: Future Past,2017,Role-Playing,NIS America,0.05,PSV,Kadokawa Games
Dead Alliance,2017,Shooter,Maximum Games,0.04,PS4,Unknown
Deer Hunter Reloaded,2017,Shooter,Maximum Games,0.04,PS4,Unknown
